,project_id,project_name,project_start_date,project_completion_date,building_id,number,street,borough,postcode,bbl,bin,community_board,council_district,census_tract,nta_-_neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,building_completion_date,reporting_construction_type,extended_affordability_only,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,1-br_units,2-br_units,3-br_units,4-br_units,5-br_units,6-br+_units,unknown-br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units
2021,52597,HELP. 984 Woodycrest Avenue,2015-11-17T00:00:00,2018-01-11T00:00:00,955365.0,984,WOODYCREST AVENUE,Bronx,10452.0,2025070015.0,2003118.0,BX-04,8,189.0,BX26,40.831678000000004,-73.928722,40.83212,-73.928053,2018-01-11T00:00:00,New Construction,No,Prevailing Wage,48,0,0,0,0,0,48,0,0,0,0,0,0,0,48,0,48,48
2020,52646,Common Ground.411 East 178th St. Webster Ave.,2015-11-18T00:00:00,2018-03-09T00:00:00,955507.0,4275,PARK AVENUE,Bronx,10457.0,2030280055.0,2128909.0,BX-06,15,379.0,BX41,40.849356,-73.898377,40.849270000000004,-73.899132,2018-03-09T00:00:00,New Construction,No,Prevailing Wage,90,0,80,0,0,1,170,0,1,0,0,0,0,0,171,0,171,171
2019,50938,1347 BRISTOW ST,2015-11-18T00:00:00,2017-03-13T00:00:00,51561.0,1347,BRISTOW STREET,Bronx,10459.0,2029720034.0,2010431.0,BX-03,16,153.0,BX75,40.831908,-73.894913,40.83194,-73.895155,2017-03-13T00:00:00,Preservation,No,Non Prevailing Wage,0,23,0,0,0,0,0,11,7,5,0,0,0,0,13,10,23,23
2006,52415,UPS. 1060 Rev. James Polite Ave,2015-11-24T00:00:00,2017-11-27T00:00:00,965693.0,1060,REV JAMES POLITE AVENUE,Bronx,10459.0,2026910064.0,2128690.0,BX-02,17,131.0,BX33,40.825102,-73.898833,40.82537,-73.898424,2017-11-27T00:00:00,New Construction,No,Prevailing Wage,42,14,12,0,0,1,56,0,13,0,0,0,0,0,69,0,69,69
2005,52082,ESSEX CROSSING - SITE 1,2015-11-24T00:00:00,2018-07-05T00:00:00,968932.0,242,BROOME STREET,Manhattan,10002.0,1004090056.0,1090581.0,MN-03,1,18.0,MN27,40.717865,-73.989347,40.71805,-73.989008,2018-07-05T00:00:00,New Construction,No,Non Prevailing Wage,0,0,0,11,0,0,0,5,4,2,0,0,0,0,0,11,11,55
2003,52119,EXCELSIOR II,2015-11-25T00:00:00,2018-02-14T00:00:00,966188.0,126,WEST 169 STREET,Bronx,10452.0,2025180031.0,2124814.0,BX-04,16,211.0,BX26,40.839973,-73.924289,40.839529999999996,-73.924622,2018-02-14T00:00:00,New Construction,No,Non Prevailing Wage,8,27,24,0,0,1,5,24,31,0,0,0,0,0,60,0,60,60
2001,59856,Washington Square Southeast,2015-12-01T00:00:00,2015-12-18T00:00:00,43811.0,501,LA GUARDIA PLACE,Manhattan,10012.0,1005240001.0,1008241.0,MN-02,1,5501.0,MN23,40.727573,-73.999361,40.727129999999995,-73.999022,2015-12-18T00:00:00,Preservation,No,Non Prevailing Wage,0,175,0,0,0,0,0,58,59,58,0,0,0,0,0,175,175,175
1999,52888,2636 University LLC,2015-12-03T00:00:00,2018-05-07T00:00:00,116689.0,2636,UNIVERSITY AVENUE,Bronx,10468.0,2032150020.0,2014675.0,BX-07,14,265.0,BX30,40.867556,-73.901625,40.86795,-73.900991,2018-05-07T00:00:00,Preservation,No,Non Prevailing Wage,1,3,24,2,0,0,0,0,30,0,0,0,0,0,30,0,30,30
1998,52827,2609 Briggs Realty LLC,2015-12-03T00:00:00,2017-11-27T00:00:00,51239.0,2609,BRIGGS AVENUE,Bronx,10458.0,2032930139.0,2016826.0,BX-07,15,39901.0,BX05,40.864239000000005,-73.893275,40.86463,-73.893339,2017-11-27T00:00:00,Preservation,No,Non Prevailing Wage,2,0,51,2,0,0,0,55,0,0,0,0,0,0,55,0,55,55
1994,52435,Essex Crossing - Site 6,2015-12-08T00:00:00,2017-10-25T00:00:00,969128.0,164,BROOME STREET,Manhattan,10002.0,1003477501.0,1089451.0,MN-03,1,1402.0,MN28,40.716678,-73.985452,40.71705,-73.985754,2017-10-25T00:00:00,New Construction,No,Non Prevailing Wage,0,20,79,0,0,1,0,100,0,0,0,0,0,0,100,0,100,100
1987,53551,Lower East Side - Inclusionary Zoning,2015-12-17T00:00:00,2017-11-21T00:00:00,11564.0,377,EAST 10 STREET,Manhattan,10009.0,1003930047.0,1004898.0,MN-03,2,28.0,MN28,40.726325,-73.978587,40.72647,-73.97839599999999,2017-11-21T00:00:00,Preservation,No,Non Prevailing Wage,0,12,0,0,0,0,3,2,3,4,0,0,0,0,0,12,12,12
1985,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805348.0,19,STUYVESANT OVAL,Manhattan,10009.0,1009720001.0,1082874.0,MN-06,4,44.0,MN50,40.732336,-73.977802,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,9,0,84,0,0,48,40,5,0,0,0,0,93,0,93,93
1984,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805347.0,6,STUYVESANT OVAL,Manhattan,10009.0,1009720001.0,1082768.0,MN-06,4,44.0,MN50,40.731254,-73.976933,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,14,0,126,0,0,72,60,7,1,0,0,0,140,0,140,140
1983,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805346.0,5,STUYVESANT OVAL,Manhattan,10009.0,1009720001.0,1082882.0,MN-06,4,44.0,MN50,40.732084,-73.97886700000001,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,14,0,126,0,0,72,60,7,1,0,0,0,140,0,140,140
1982,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805345.0,2,STUYVESANT OVAL,Manhattan,10009.0,1009720001.0,1082769.0,MN-06,4,44.0,MN50,40.731208,-73.977799,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,9,0,84,0,0,48,40,5,0,0,0,0,93,0,93,93
1981,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805344.0,18,STUYVESANT OVAL,Manhattan,10009.0,1009720001.0,1082858.0,MN-06,4,44.0,MN50,40.732296999999996,-73.977005,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,9,0,84,0,0,48,40,5,0,0,0,0,93,0,93,93
1980,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805343.0,12,STUYVESANT OVAL,Manhattan,10009.0,1009720001.0,1082857.0,MN-06,4,44.0,MN50,40.731458,-73.976796,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,14,0,126,0,0,72,60,7,1,0,0,0,140,0,140,140
1979,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805342.0,11,STUYVESANT OVAL,Manhattan,10009.0,1009720001.0,1082868.0,MN-06,4,44.0,MN50,40.732268,-73.978726,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,14,0,126,0,0,72,60,7,1,0,0,0,140,0,140,140
1978,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805341.0,1,STUYVESANT OVAL,Manhattan,10009.0,1009720001.0,1082881.0,MN-06,4,44.0,MN50,40.731458,-73.97842299999999,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,9,0,84,0,0,48,40,5,0,0,0,0,93,0,93,93
1977,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805224.0,8,PETER COOPER ROAD,Manhattan,10010.0,1009780001.0,1083699.0,MN-06,4,60.0,MN50,40.734190999999996,-73.97516800000001,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,5,0,47,0,0,25,26,1,0,0,0,0,52,0,52,52
1976,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805223.0,7,PETER COOPER ROAD,Manhattan,10010.0,1009780001.0,1083698.0,MN-06,4,60.0,MN50,40.734474,-73.975557,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,5,0,47,0,0,25,26,1,0,0,0,0,52,0,52,52
1975,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805222.0,6,PETER COOPER ROAD,Manhattan,10010.0,1009780001.0,1083697.0,MN-06,4,60.0,MN50,40.734466,-73.975575,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,5,0,47,0,0,25,26,0,1,0,0,0,52,0,52,52
1974,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805221.0,5,PETER COOPER ROAD,Manhattan,10010.0,1009780001.0,1083694.0,MN-06,4,60.0,MN50,40.7348,-73.97584599999999,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,6,0,47,0,0,26,27,0,0,0,0,0,53,0,53,53
1973,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805220.0,4,PETER COOPER ROAD,Manhattan,10010.0,1009780001.0,1083693.0,MN-06,4,60.0,MN50,40.734885999999996,-73.977011,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,6,0,47,0,0,26,27,0,0,0,0,0,53,0,53,53
1972,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805219.0,3,PETER COOPER ROAD,Manhattan,10010.0,1009780001.0,1083691.0,MN-06,4,60.0,MN50,40.734916,-73.977253,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,6,0,47,0,0,26,27,0,0,0,0,0,53,0,53,53
1971,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,805218.0,2,PETER COOPER ROAD,Manhattan,10010.0,1009780001.0,1083687.0,MN-06,4,60.0,MN50,40.735127,-73.977469,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,5,0,47,0,0,25,26,1,0,0,0,0,52,0,52,52
1970,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804844.0,390,1 AVENUE,Manhattan,10010.0,1009780001.0,1083682.0,MN-06,4,60.0,MN50,40.736563000000004,-73.978638,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,5,0,46,0,0,25,26,0,0,0,0,0,51,0,51,51
1969,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804842.0,370,1 AVENUE,Manhattan,10010.0,1009780001.0,1083685.0,MN-06,4,60.0,MN50,40.736069,-73.978967,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,6,0,47,0,0,26,27,0,0,0,0,0,53,0,53,53
1968,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804841.0,360,1 AVENUE,Manhattan,10010.0,1009780001.0,1083681.0,MN-06,4,60.0,MN50,40.735712,-73.979223,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,5,0,47,0,0,25,26,1,0,0,0,0,52,0,52,52
1967,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804838.0,410,EAST 20 STREET,Manhattan,10009.0,1009720001.0,1082865.0,MN-06,4,44.0,MN50,40.734557,-73.979086,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,114,0,0,69,49,7,1,0,0,0,126,0,126,126
1966,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804837.0,310,1 AVENUE,Manhattan,10009.0,1009720001.0,1082863.0,MN-06,4,44.0,MN50,40.733967,-73.980497,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,4,0,36,0,0,21,17,2,0,0,0,0,40,0,40,40
1965,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804836.0,300,1 AVENUE,Manhattan,10009.0,1009720001.0,1082871.0,MN-06,4,44.0,MN50,40.733605,-73.980757,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,4,0,35,0,0,20,17,2,0,0,0,0,39,0,39,39
1964,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804835.0,280,1 AVENUE,Manhattan,10009.0,1009720001.0,1082870.0,MN-06,4,44.0,MN50,40.732886,-73.981284,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,4,0,35,0,0,20,17,2,0,0,0,0,39,0,39,39
1963,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804834.0,272,1 AVENUE,Manhattan,10009.0,1009720001.0,1082869.0,MN-06,4,44.0,MN50,40.732663,-73.981454,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,18,0,167,0,0,95,79,10,1,0,0,0,185,0,185,185
1962,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804833.0,270,1 AVENUE,Manhattan,10009.0,1009720001.0,1082877.0,MN-06,4,44.0,MN50,40.732554,-73.981537,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,4,0,39,0,1,22,18,2,0,0,0,0,43,0,43,43
1961,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804404.0,530,EAST 23 STREET,Manhattan,10010.0,1009780001.0,1083695.0,MN-06,4,60.0,MN50,40.735624,-73.975799,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,6,0,47,0,0,26,27,0,0,0,0,0,53,0,53,53
1960,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804403.0,510,EAST 23 STREET,Manhattan,10010.0,1009780001.0,1083692.0,MN-06,4,60.0,MN50,40.735783000000005,-73.97618100000001,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,6,0,47,0,0,26,27,0,0,0,0,0,53,0,53,53
1959,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804402.0,440,EAST 23 STREET,Manhattan,10010.0,1009780001.0,1083690.0,MN-06,4,60.0,MN50,40.73614,-73.977014,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,6,0,47,0,0,26,27,0,0,0,0,0,53,0,53,53
1958,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804401.0,420,EAST 23 STREET,Manhattan,10010.0,1009780001.0,1083686.0,MN-06,4,60.0,MN50,40.736483,-73.977812,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,5,0,47,0,0,25,26,1,0,0,0,0,52,0,52,52
1957,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804393.0,622,EAST 20 STREET,Manhattan,10009.0,1009720001.0,1082853.0,MN-06,4,44.0,MN50,40.732901,-73.975186,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,17,0,153,0,0,88,72,9,1,0,0,0,170,0,170,170
1956,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804392.0,610,EAST 20 STREET,Manhattan,10009.0,1009720001.0,1082852.0,MN-06,4,44.0,MN50,40.732928,-73.975255,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,7,0,72,0,0,41,34,4,0,0,0,0,79,0,79,79
1955,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804391.0,601,EAST 20 STREET,Manhattan,10010.0,1009780001.0,1083700.0,MN-06,4,60.0,MN50,40.732966999999995,-73.975298,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,6,0,47,0,0,26,27,0,0,0,0,0,53,0,53,53
1954,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804390.0,541,EAST 20 STREET,Manhattan,10010.0,1009780001.0,1083701.0,MN-06,4,60.0,MN50,40.733263,-73.976012,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,6,0,47,0,0,26,27,0,0,0,0,0,53,0,53,53
1953,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804389.0,531,EAST 20 STREET,Manhattan,10010.0,1009780001.0,1083696.0,MN-06,4,60.0,MN50,40.733447,-73.976445,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,6,0,47,0,0,26,27,0,0,0,0,0,53,0,53,53
1952,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804388.0,530,EAST 20 STREET,Manhattan,10009.0,1009720001.0,1082862.0,MN-06,4,44.0,MN50,40.733263,-73.97605899999999,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,7,0,73,0,1,41,34,4,0,0,0,0,80,0,80,80
1951,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804387.0,522,EAST 20 STREET,Manhattan,10009.0,1009720001.0,1082860.0,MN-06,4,44.0,MN50,40.733565000000006,-73.97677,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,14,0,126,0,0,72,60,7,1,0,0,0,140,0,140,140
1950,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804386.0,511,EAST 20 STREET,Manhattan,10010.0,1009780001.0,1083689.0,MN-06,4,60.0,MN50,40.733824,-73.97734,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,6,0,47,0,0,26,27,0,0,0,0,0,53,0,53,53
1949,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804385.0,510,EAST 20 STREET,Manhattan,10009.0,1009720001.0,1082859.0,MN-06,4,44.0,MN50,40.733824,-73.97738299999999,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,7,0,73,0,1,41,34,4,0,0,0,0,80,0,80,80
1948,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804384.0,442,EAST 20 STREET,Manhattan,10009.0,1009720001.0,1082867.0,MN-06,4,44.0,MN50,40.734183,-73.97825300000001,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,21,0,191,0,0,110,90,11,1,0,0,0,212,0,212,212
1947,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804383.0,441,EAST 20 STREET,Manhattan,10010.0,1009780001.0,1083688.0,MN-06,4,60.0,MN50,40.734214,-73.978285,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,6,0,47,0,0,26,27,0,0,0,0,0,53,0,53,53
1946,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804382.0,431,EAST 20 STREET,Manhattan,10010.0,1009780001.0,1083684.0,MN-06,4,60.0,MN50,40.734428,-73.97874,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,6,0,47,0,0,26,27,0,0,0,0,0,53,0,53,53
1945,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804381.0,430,EAST 20 STREET,Manhattan,10009.0,1009720001.0,1082866.0,MN-06,4,44.0,MN50,40.734282,-73.978484,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,7,0,72,0,0,41,34,4,0,0,0,0,79,0,79,79
1944,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804374.0,647,EAST 14 STREET,Manhattan,10009.0,1009720001.0,1082766.0,MN-06,4,44.0,MN50,40.728614,-73.976036,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,21,0,191,0,0,110,90,11,1,0,0,0,212,0,212,212
1943,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804372.0,635,EAST 14 STREET,Manhattan,10009.0,1009720001.0,1082726.0,MN-06,4,44.0,MN50,40.728737,-73.97636,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,116,0,0,66,54,7,1,0,0,0,128,0,128,128
1942,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804367.0,605,EAST 14 STREET,Manhattan,10009.0,1009720001.0,1082771.0,MN-06,4,44.0,MN50,40.729306,-73.97770600000001,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,109,0,0,63,51,6,1,0,0,0,121,0,121,121
1941,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804366.0,535,EAST 14 STREET,Manhattan,10009.0,1009720001.0,1082884.0,MN-06,4,44.0,MN50,40.729855,-73.97895799999999,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,7,0,73,0,1,41,34,4,0,0,0,0,80,0,80,80
1940,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804365.0,521,EAST 14 STREET,Manhattan,10009.0,1009720001.0,1082885.0,MN-06,4,44.0,MN50,40.730088,-73.97949200000001,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,14,0,126,0,0,72,60,7,1,0,0,0,140,0,140,140
1939,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804364.0,505,EAST 14 STREET,Manhattan,10009.0,1009720001.0,1082883.0,MN-06,4,44.0,MN50,40.730321999999994,-73.980036,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,7,0,72,0,0,41,34,4,0,0,0,0,79,0,79,79
1938,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804363.0,447,EAST 14 STREET,Manhattan,10009.0,1009720001.0,1082880.0,MN-06,4,44.0,MN50,40.730739,-73.981025,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,22,0,207,0,0,119,97,12,1,0,0,0,229,0,229,229
1937,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804360.0,435,EAST 14 STREET,Manhattan,10009.0,1009720001.0,1082879.0,MN-06,4,44.0,MN50,40.730940000000004,-73.981505,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,8,0,78,0,0,45,37,4,0,0,0,0,86,0,86,86
1936,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804071.0,315,AVENUE C,Manhattan,10009.0,1009720001.0,1082851.0,MN-06,4,44.0,MN50,40.73149,-73.974137,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,12,0,116,0,0,66,54,7,1,0,0,0,128,0,128,128
1935,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804070.0,309,AVENUE C,Manhattan,10009.0,1009720001.0,1082850.0,MN-06,4,44.0,MN50,40.730782,-73.97413,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,4,0,39,0,0,23,18,2,0,0,0,0,43,0,43,43
1934,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804069.0,281,AVENUE C,Manhattan,10009.0,1009720001.0,1082849.0,MN-06,4,44.0,MN50,40.730109000000006,-73.974595,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,18,0,169,0,0,97,79,10,1,0,0,0,187,0,187,187
1933,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804068.0,277,AVENUE C,Manhattan,10009.0,1009720001.0,1082848.0,MN-06,4,44.0,MN50,40.730008000000005,-73.97466800000001,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,4,0,39,0,0,23,18,2,0,0,0,0,43,0,43,43
1932,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,804067.0,271,AVENUE C,Manhattan,10009.0,1009720001.0,1082644.0,MN-06,4,44.0,MN50,40.729585,-73.974964,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,4,0,39,0,0,23,18,2,0,0,0,0,43,0,43,43
1931,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,576.0,350,1 AVENUE,Manhattan,10010.0,1009780001.0,1083679.0,MN-06,4,60.0,MN50,40.735106,-73.979671,40.73487,-73.97698199999999,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,5,0,46,0,0,25,26,0,0,0,0,0,51,0,51,51
1930,59857,Stuy Town Peter Cooper Village,2015-12-18T00:00:00,2015-12-18T00:00:00,535.0,240,1 AVENUE,Manhattan,10009.0,1009720001.0,1082875.0,MN-06,4,44.0,MN50,40.731651,-73.982197,40.73172,-73.977896,2015-12-18T00:00:00,Preservation,Yes,Non Prevailing Wage,0,0,14,0,120,0,0,69,57,7,1,0,0,0,134,0,134,134
1926,59851,Essex Terrace,2015-12-23T00:00:00,2018-03-31T00:00:00,955170.0,918,HEGEMAN AVENUE,Brooklyn,11208.0,3043380001.0,3342891.0,BK-05,42,1116.0,BK82,40.665439,-73.87883199999999,40.66479,-73.878577,2018-03-31T00:00:00,Preservation,No,Non Prevailing Wage,0,0,0,9,0,0,0,0,6,3,0,0,0,0,9,0,9,9
1925,59851,Essex Terrace,2015-12-23T00:00:00,2018-03-31T00:00:00,808733.0,827,LINWOOD STREET,Brooklyn,11208.0,3043380001.0,3324006.0,BK-05,42,1116.0,BK82,40.664962,-73.879215,40.66479,-73.878577,2018-03-31T00:00:00,Preservation,No,Non Prevailing Wage,0,0,0,15,0,0,0,0,15,0,0,0,0,0,15,0,15,15
